name,type,latitude,longitude,province,city
Camping Balneario Municipal Candelaria,camp_site,-27.48603,-55.7400201,,
Camping UPCN,camp_site,-27.48361,-55.73951,,
Camping El Viejo Puente,camp_site,-27.4680555,-55.0375001,,Campo Ramón
Complejo Turístico Brisas del Salto,camp_site,-27.4063876,-55.0148271,,Campo Ramón
Camping Cachofre,camp_site,-27.3701668,-55.0458753,,
Camping El Bonito,camp_site,-27.4553133,-54.9297427,,Campo Ramón
Camping Municipal Arroyo El Torto,camp_site,-27.3809306,-54.8213973,,
Camping privado de EMSA,camp_site,-27.2417781,-55.0058275,,
Camping Don Juan,camp_site,-27.2137028,-54.9966224,,Campo Grande
Camping Los Primos,camp_site,-27.1950172,-54.9550272,,
Parque Ecológico y Camping Municipal del Valle del Cuña Pirú,camp_site,-27.08812,-54.95254,,Aristóbulo del Valle
Camping Municipal Ruiz de Montoya,camp_site,-27.0385556,-55.037639,,
Camping La Pasarela,camp_site,-27.0415366,-55.0311945,,
Camping Los Tres Marinos,camp_site,-27.0208334,-54.6573055,,Dos de Mayo
Camping Alvarenga,camp_site,-27.0354647,-54.6762867,,
Camping Maruñak,camp_site,-27.0659167,-54.7504167,,Salto Encantado
Complejo Don Mario,camp_site,-27.0874673,-54.7896853,,
Camping Elefante Blanco,camp_site,-27.1135235,-54.7482849,,
Camping Salto Piedras Blancas,camp_site,-27.114064,-54.8111528,,Aristóbulo del Valle
Complejo El Jagüel,camp_site,-27.0951466,-54.8635913,,
Camping El Paraiso-Ituzaingo,camp_site,-27.5047223,-56.5411112,,
Camping Santa Tecla,camp_site,-27.6081347,-56.379157,,
Camping Baden Baden,chalet,-27.05489,-55.25846,,Jardín América
Camping Paraíso Lodge,camp_site,-27.0091701,-55.17569,,Puerto Leoni
Camping Municipal Salto Tabay,camp_site,-27.0002498,-55.1790555,,Jardín América
Camping Parque Natural Municipal Salto Capioví,camp_site,-26.9252791,-55.0620139,,Capioví
Camping JC,camp_site,-26.9415481,-55.0533255,,Capioví
Camping Club de Pesca,camp_site,-26.7910761,-55.0142196,,Puerto Rico
Camping Gruta India,camp_site,-26.75926,-54.92415,,Paraje Tres de Mayo
Camping Municipal Garuhapé,picnic_site,-26.8157299,-54.9470603,,
Camping Don Nino,camp_site,-26.8306243,-54.937314,,Garuhapé
Camping Paranay - Guazú,camp_site,-26.6876606,-54.8085506,,El Alcazar
Camping Ecoturismo La Misionerita,camp_site,-26.6574757,-54.7548898,,
Camping Parador Los Chila,camp_site,-26.6054183,-54.7344456,,
Comlejo Turístico Camping Itá- Porá,camp_site,-26.5164712,-54.7004984,,Montecarlo
Camping Piray Jungle,camp_site,-26.4808091,-54.6580046,,
Complejo Ysyry,hotel,-26.3490684,-54.6183181,,Colonia Victoria
Camping La Colina,camp_site,-26.4178687,-54.665094,,Eldorado
Camping Municipal El Dorado,camp_site,-26.40959,-54.69033,,
Cueva Miní Lodge,chalet,-26.3722773,-54.6601283,,
Camping Gran Bal Park Don Leandro,camp_site,-26.5974428,-54.7043497,,
Camping Panambi,camp_site,-25.9684809,-54.5847484,,Wanda
Camping Municipal Lago Urugua-í,camp_site,-25.899066,-54.5547461,,
Camping Alto Paraná,camp_site,-25.8558694,-54.5480056,,
Camping El Ñandú,camp_site,-25.7030701,-54.42603,,
Camping Salto Escondido,camp_site,-25.6700278,-53.9341639,,
Bed & Breakfast La Casa de Titi,hotel,-34.4921422,-58.5042976,,
Hosteria Bosque de Bohemia,hotel,-34.3105867,-58.5892501,,
Salon La Casona y otros eventos,attraction,-28.1706952,-65.7903171,,
"Canyon del Atuel, norte",viewpoint,-35.0207433,-68.6716295,,
Naindo Hotel,hotel,-29.4131152,-66.8547802,,
Avistaje de Toninas,attraction,-43.3399081,-65.0587427,,
Cabo Dos Bahías,viewpoint,-44.9324651,-65.549916,,
Pingüinera,viewpoint,-44.9159445,-65.5482706,,
complejo náutico Caleta Sara,camp_site,-44.903432,-65.5763786,,
Playa Elola,camp_site,-44.838257,-65.7244449,,
Indalo Inn.,hotel,-44.7982259,-65.7091985,,
Museo del Monumento Nacional Bosques Petrificados,museum,-47.6651087,-67.9942588,,
Camping Isla Pavón,camp_site,-50.0036815,-68.933996,,
Pinguinera de Monte Leon,viewpoint,-50.3612756,-68.9041424,,
cabeza del León,viewpoint,-50.3588417,-68.881619,,
Mina 1,camp_site,-51.5728206,-72.3478227,,
Vulcanche,hostel,-40.6605413,-71.3901081,,
Camping Lago Roca,camp_site,-50.5441544,-72.8186705,,
Pinturas Rupestres,archaeological_site,-50.543157,-72.8034665,,
Balcón norte,viewpoint,-50.4682619,-73.0335881,,
Balcón Inferior,viewpoint,-50.4727832,-73.0337578,,
Los Dos Pinos,camp_site,-50.3340851,-72.265337,,
Hostería La Raclette,hotel,-40.1611093,-71.3500052,,
Ushuaia Cabañas Hannus,chalet,-54.8116373,-68.3458446,,
Camping Gerald,camp_site,-46.480524,-67.5249657,,
La Loberia,viewpoint,-49.1595797,-67.6193651,,
Punta Cuevas,cape,-49.2162223,-67.6684786,,
Segundo Cabo,cape,-49.1995381,-67.6611889,,
Playa La Mina,beach,-49.1545659,-67.6355392,,
Playa Grande,beach,-49.140114,-67.6372234,,
Punta Azconape,cape,-49.2523482,-67.6353575,,
Punta Gallows,cape,-49.308423,-67.6989569,,
Playa Los Instalados,beach,-49.3565017,-67.6337892,,
Ameghino,hotel,-49.3118678,-67.7203175,,
Miramar,hotel,-49.3115559,-67.7169431,,
Costanera Hotel,hotel,-49.3106707,-67.7171713,,
Posada de Drake,hotel,-49.3111695,-67.7221207,,Puerto San Julián
Ocean,hotel,-49.3081028,-67.7277054,,
Bahía,hotel,-49.3074199,-67.7295874,,
Sada,hotel,-49.3064467,-67.7301868,,
info Turismo,information,-47.7508956,-65.9022107,,
Las Bandurrias,hotel,-47.7525328,-65.9034097,,
Los Acantilados,hotel,-47.7541016,-65.9060544,,
Apart Hotel com Al,hotel,-47.7509998,-65.9020685,,
Ingreso Parque Nacional Los Glaciares,attraction,-50.4265147,-72.7520385,,
Friz Roy Inn,hotel,-49.3263548,-72.8884365,,
Bajo Caracoles,hotel,-47.4442463,-70.9265622,,
Hospedaje De Paso,hotel,-35.2738249,-59.7654692,,norberto de la riestra
Observatorio astronómico,attraction,-34.9090743,-57.9328839,,
Cueva de las Manos,attraction cave_entrance archaeological_site,-47.1552731,-70.6559679,,
Alumbrera,volcano,-26.1479361,-67.3849535,,
Antofagasta de la Sierra,volcano,-26.1287033,-67.411173,,
Cerro Brajma,peak,-22.7221139,-67.12775,,
Cabañas Arco Iris,hostel,-49.3314551,-72.8835832,,
La Cima,hostel,-49.3308766,-72.8837656,,
Kau Si Aike,hostel,-49.330651,-72.8842269,,
Departamentos Sur Azul,apartment,-49.3326634,-72.8844802,,El Chaltén
Senderos,hotel,-49.3330334,-72.883327,,
Cóndor de los Andes,hostel,-49.3319856,-72.88361,,
Cabañas Río de las Vueltas,chalet,-49.3302927,-72.8845381,,
Cabañas Los Milenarios,chalet,-49.32943,-72.8840549,,
Aylen Aike,hostel,-49.329091,-72.8839802,,
Las Piedras,hotel,-49.3305413,-72.8835951,,El Chaltén
Nothofagus,guest_house,-49.3328753,-72.8894666,,
Los Ñires,hostel,-49.3328292,-72.8886671,,
Lago del Desierto,chalet,-49.3324266,-72.8882981,,
Eukel,chalet,-49.3320059,-72.8894605,,
Laguna Toro,chalet,-49.3325589,-72.8907394,,
La Nativa,hostel,-49.3331674,-72.8876319,,
Kaulem,hostel,-49.3304778,-72.8917218,,
La Loma,chalet,-49.330149,-72.8911482,,
Mi Rincón,guest_house,-49.3315959,-72.8896074,,
El Paraíso,hostel,-49.3312616,-72.8891823,,
Posada Cerro Solo,guest_house,-49.3310845,-72.8897764,,
Glaciar Marconi,hostel,-49.3311997,-72.8879507,,
Cumbres Nevadas,hotel,-49.330859,-72.8887834,,
El Puesto Sur,chalet,-49.3304809,-72.8885168,,El Chaltén
"Cartel ""El Chalten Bienvenidos""",artwork,-49.3335211,-72.8838648,,
El Relincho,chalet,-49.3254568,-72.8906111,,
Austral,chalet,-49.3247734,-72.8908161,,El Chaltén
El Mochilero,camp_site,-49.3243994,-72.8895944,,
El Refugio,camp_site,-49.3248563,-72.8902587,,
Cabañas Anita's House,chalet,-49.3281607,-72.8878944,,
Lo de Trivi,hostel,-49.3246084,-72.8915972,,El Chaltén
Rivendel,chalet,-49.3253007,-72.8919722,,El Chaltén
Posada Altas Cumbres,hostel,-49.3257552,-72.8929995,,
El Puma,hostel,-49.3269632,-72.8924059,,
Kalenshen,hostel,-49.3269256,-72.8908341,,
Hem Herhu,chalet,-49.3222049,-72.8962197,,El Chaltén
Lo de Tomy,hotel,-49.3260059,-72.8913454,,
Rancho Grande,hostel,-49.3245179,-72.892648,,El Chaltén
Koonek,hostel,-49.3247902,-72.894085,,
La Guanaca,guest_house,-49.3316137,-72.8881779,,
Ruinas de la chimenea de la fábrica Ctibor,ruins,-34.8930855,-57.9981809,,
Monumento a los Caídos en Malvinas,attraction  memorial,-34.5939289,-58.3751497,,
Monumento al General San Martín,monument,-34.594978,-58.3771048,,
Camping Cascallares,camp_site,-34.6833547,-58.8214801,,
Camping Mutual de Camioneros,camp_site,-34.8307564,-58.2800344,,
Cerro Domo Blanco,peak,-49.2671804,-73.1053372,,
Cerro Torre,peak,-49.2919372,-73.0992311,,
Adela,peak,-49.3048786,-73.102918,,
Cerro Standhardt,peak,-49.286722,-73.0964752,,
Torre Egger,peak,-49.2908867,-73.0991315,,
Cerro Doblado,peak,-49.3253186,-73.1020094,,
Adela Sur,peak,-49.3120037,-73.0954307,,
Cerro Solo,peak,-49.3429072,-73.0277137,,
Loma de las Pizarras,peak,-49.2977534,-72.9825253,,
Techado Negro,peak,-49.3003347,-73.0132114,,
Aguja Poincenot,peak,-49.2804529,-73.039788,,
Aguja Saint-Exupery,peak,-49.2881803,-73.038817,,
Cerro Madsen,peak,-49.269391,-72.99246,,
Punta Velluda,peak,-49.2697723,-73.0149018,,
Polo,peak,-49.2570247,-72.9278294,,
León,peak,-49.309205,-72.9250265,,
Aguja Mermoz,peak,-49.2636221,-73.0371209,,
Aguja Guillaumet,peak,-49.2609019,-73.0329824,,
Cerro Eléctrico NE,peak,-49.2507534,-73.0041147,,
Aguja Rafael Juarez,peak,-49.2844748,-73.0397801,,
Aguja Val de Biois,peak,-49.2667965,-73.0406745,,
Cerro Eléctrico oeste,peak,-49.240923,-73.0419012,,
Cerro Ñato,peak,-49.3184776,-73.0941346,,
Adela Norte,peak,-49.2986211,-73.1040253,,
El Mocho,peak,-49.2929144,-73.0792082,,
Punta Herron,peak,-49.288526,-73.0982957,,
Cerro Pirámide,peak,-49.0677306,-73.2665125,,
Estación Gobernador Andonaegui,ruins,-34.1752743,-59.3126151,,
Ibis,hotel,-34.6103171,-58.3888086,,
Hostería La Pome,hotel,-26.4785298,-67.2612135,,
Volcán Planchón,volcano,-35.2234548,-70.567716,,
Hito XI-23,boundary_stone,-35.1989707,-70.5354508,,
Paso Vergara,saddle,-35.2054098,-70.5202505,,
Hito XI-18 Paso del Fierro,boundary_stone,-35.3785436,-70.4339343,,
Club Español,attraction,-34.6103651,-58.3804301,,Ciudad Autónoma de Buenos Aires
Matias,artwork,-34.6141886,-58.3706403,,Ciudad Autónoma de Buenos Aires
Homenaje al Bombero Voluntario,memorial,-40.794567,-62.9799895,,Carmen de Patagones
Mirador Arrayán,viewpoint,-40.1670142,-71.352254,,
Paihuén Villa de Montaña,chalet,-40.1756048,-71.3943165,,
Camping La Islita,camp_site,-40.1542646,-71.3970688,,
Monumento al General San Martín,artwork  monument;memorial,-40.1568723,-71.3525548,,
Cristo de La Cruz Negra,wayside_cross,-28.4489682,-65.7493136,,
Pachonga,hostel,-31.4268039,-64.18243,,
Hosteria Alijilan,hotel,-28.1705457,-65.4912329,,
Museo de la Reconquista,museum,-34.4164738,-58.5895392,,Tigre
Museo Municipal,museum,-34.3451758,-58.7961584,,
Museo de Arte Hispanoamericano,museum,-34.5907972,-58.3801161,,Ciudad Autónoma de Buenos Aires
Museo de Arte Popular José Hernández,museum,-34.5797076,-58.4049882,,Ciudad Autónoma de Buenos Aires
Hotel Urban Suites Recoleta,hotel,-34.5890174,-58.3925644,,
Trip Recoleta Hostel,hostel,-34.5881603,-58.3950618,,
Hotel Recoleta,hotel,-34.5839953,-58.399794,,
Chateau Blend Hotel Boutique,hotel,-34.5843575,-58.3993756,,
Hotel Madero,hotel,-34.6168214,-58.3624565,,
Cooperativa 30 de Agosto,hotel,-36.2793272,-62.5455879,,Treinta de Agosto
Hosteria Concepción,hotel,-28.6826369,-66.0662293,,
Museo Histórico Regional Almirante Brown,museum,-34.712137,-58.2847558,,Bernal
Museo Histórico Nacional del Cabildo y de la Revolución de Mayo,museum,-34.6087695,-58.3738806,,Ciudad Autónoma de Buenos Aires
Bandera de la Ciudad de Buenos Aires,attraction,-34.6041576,-58.381565,,
Molino San Francisco,museum,-29.1631472,-67.5013252,,Chilecito
"Estación II ""El Durazno"" - Cablecarril Mina La Mejicana",attraction,-29.1330749,-67.565508,,
Chaviquil del Famatina,hostel,-29.1548679,-67.4923497,,
Hotel Bristol,hotel,-34.6052017,-58.3822929,,
Mirador Río de las Vueltas,viewpoint,-49.3145563,-72.9013031,,
Mirador Fitz Roy,viewpoint,-49.300226,-72.9200669,,
Mirador Cerro Torre,viewpoint,-49.3327773,-72.9270997,,
Loma del Pliegue Tumbado,peak,-49.3594424,-72.9675211,,
Hosteria Posta Sur,hotel,-50.3356348,-72.2558164,,
Nocenta Pisetta,museum,-29.1879892,-67.4658774,,
La Posta de Uribe,hotel,-35.1239048,-58.8943921,,
Museo Regional de Maquinas y Herramientas Agrícolas,museum,-35.1153639,-58.898733,,
Hotel Libertad ****,hotel,-35.0473218,-58.7690974,,
Archivo Histórico Lucio García Ledesma,museum,-35.0558033,-58.7620318,,
Hotel y Spa Cañuelas,hotel,-35.055701,-58.7573172,,Cañuelas
Ex Finca de Maccicotte,attraction,-35.0552212,-58.7576767,,
Los 5 Hermanos,hotel,-35.0474786,-58.769357,,
Mirador Cascada Margarita,viewpoint,-49.3361781,-72.9043419,,
Area de Pic-nic Mitre zona B,picnic_site,-50.4499957,-72.7754693,,
Mirador de los Suspiros,viewpoint,-50.4860236,-72.9661906,,
Mirador 1,viewpoint,-50.4715296,-73.0332321,,
Mirador 2,viewpoint,-50.471919,-73.0334159,,
Mirador 3,viewpoint,-50.4722387,-73.0335446,,
Aruba,hotel,-31.423605,-64.189386,,
Ardent,hotel,-31.42195,-64.180299,,
Del boulevard,hotel,-31.421919,-64.183903,,
Viena,hotel,-31.423692,-64.191107,,
Munich,hotel,-31.423201,-64.189596,,
Diego de Alfaro,museum,-27.9144059,-55.7537042,,Apóstoles
Mirador Lapataia,viewpoint,-54.8531188,-68.5783478,,
Alma Guacha,hotel,-30.9889177,-64.5336656,,
Parador,picnic_site,-28.4812168,-65.9501418,,
El Peñón,viewpoint,-25.684546,-54.4424529,,
Faro Año Nuevo,yes,-54.6580367,-64.132323,,
Plaza Hotel,hotel,-36.3157155,-57.6762193,,
Hotel Avenida,hotel,-36.3189431,-57.6831401,,
Arianos Apart Hotel,hotel,-36.3076941,-57.6799081,,
Monumento a los Caidos,attraction  monument,-38.6894904,-62.272495,,
Sociedad Rural Argentina,attraction,-31.6326992,-60.712411,,
Parque Juan de Garay,picnic_site,-31.6359834,-60.7200393,,
Camping de los Municipales,camp_site,-26.6288523,-54.1247852,,
American,hotel,-26.6235364,-54.115392,,San Pedro
Complejo Turístico Farelluk,chalet,-26.6025594,-54.112108,,San Pedro
Camping Uray Mayú,camp_site,-31.7318897,-64.4468187,,
Plaza Hotel,hotel,-31.9449372,-65.1893854,,
La Torre de la Cascada,chalet,-40.8271249,-71.5701394,,
Cabañas Geute Ketel,chalet,-46.5652473,-71.6307923,,
Cabana Dulce Daniela,hotel,-40.3132006,-71.3808258,,
Morada,hostel,-31.4080307,-64.1890791,,
Pozo de las Ánimas,viewpoint,-35.1896295,-70.0016467,,
Laguna de la Niña Encantada,attraction,-35.1602528,-69.8692284,,
Mainumby,hotel,-30.761363,-57.9816539,,Chajarí
Paudimar,hostel,-25.5990424,-54.5243252,,Foz do Iguaçu
Camping la toma,picnic_site,-30.864544,-64.493222,,
Murga del Monte,attraction,-27.4933894,-55.1183358,,Oberá
Exe Hotel Colón,hotel,-34.6023098,-58.3808927,,Ciudad Autónoma de Buenos Aires
Vito I,hotel,-27.4858361,-55.1200382,,Oberá
Cuatro Pinos,hotel,-27.4854375,-55.120613,,Oberá
Club Asociación de Fomento Amigos de la ciudad jardin Lomas del Palomar,camp_site,-34.5992075,-58.5857107,,
Panoramic Grand,hotel,-25.5935305,-54.5753013,,Puerto Iguazú
Hotel de la Flor,hotel,-34.3487351,-58.7979926,,
Predio Fiesta Nacional de la Flor,attraction,-34.3388112,-58.7931454,,
Sans Souci,hotel,-34.3520752,-58.7968614,,
Hostel Park Iguazú,hostel,-25.5989154,-54.5678757,,Puerto Iguazú
Zona de Picnic,picnic_site,-31.9604092,-64.7141377,,
Museo de Morón,museum,-34.648656,-58.6243426,,Morón
Tupasy Iguazú Apart,hotel,-25.6007234,-54.5758056,,Puerto Iguazú
Saint George,hotel,-25.5991683,-54.570726,,Puerto Iguazú
Mastil. Final del murallón,viewpoint,-28.0668026,-65.5751415,,
Vertedero,viewpoint,-28.0659533,-65.5753222,,
El Capricho,guest_house,-25.3318746,-66.2440046,,Seclantás
La Rueda,guest_house,-25.3314847,-66.243809,,Seclantás
Camping Municipal,camp_site,-25.3311881,-66.2447199,,
Mirador sobre la laguna,viewpoint,-25.3204057,-66.3613585,,
Hotel Francia,hotel,-26.8324319,-65.2039209,,San Miguel de Tucumán
Kosten Aike,hotel,-50.3361624,-72.2669579,,
Cabo Vírgenes,cape,-52.3324288,-68.357564,,
Le Park,hotel,-26.8147495,-65.205782,,
La Casona,hotel,-27.4308682,-65.6139185,,Aguilares
El Rulo,attraction,-26.7990264,-65.3519109,,
Información Turística,information,-29.4131988,-66.8560365,,
Hotel El Faro,hotel,-35.9787951,-62.7297199,Buenos Aires,Trenque Lauquen
Hosteria 7 lagos,hotel,-40.62755,-71.6618267,,
Danubio,hotel,-32.7361474,-60.7422408,,
Volcán El Muerto,volcano,-27.0582068,-68.4841359,,
Newenkelen,hostel,-50.3337033,-72.2557459,,
Museo Arqueológico Pío Pablo Díaz,museum,-25.1202541,-66.1616296,,
Cristo,wayside_cross,-28.1689026,-65.7880087,,
"Estación III ""El Parrón"" - Cablecarril Mina La Mejicana",attraction,-29.0893186,-67.6366253,,
"Estación IX ""La Mejicana"" - Cablecarril Mina La Mejicana",attraction,-29.0126596,-67.774979,,
"Estación IV ""Siete Cuestas"" - Cablecarril Mina La Mejicana",attraction,-29.0688524,-67.6580594,,
Los Alamos,hotel,-32.766793,-60.7380762,,
Maracaibo,motel,-32.7658232,-60.7418316,,
"Estación I ""Chilecito"" - Cablecarril Mina La Mejicana",attraction,-29.1804687,-67.4917131,,
Observatorio Pierre Auger,attraction,-35.4633159,-69.5848159,,
Museo Regional Malargue,museum,-35.4626535,-69.5861382,,
Camping El Dique,camp_site,-35.5425672,-69.6437129,,
Castillos de Pincheira,viewpoint,-35.5203687,-69.795992,,
Torre del Cincuentario,attraction,-35.4745226,-69.5853202,,
Molino Rufino Ortega,monument,-35.4645924,-69.5856663,,
Casbas,information,-36.7648397,-62.5185229,,
Beato Mamerto Esquiú,memorial,-28.3974583,-65.701434,,
Hotel Nº 1,hotel,-32.2044443,-64.4193173,,
Hotel Nº 7,hotel,-32.2138636,-64.4241369,,
Museo de los Inmigrantes,museum,-27.5000284,-55.1124202,,
Hotel de Turismo Santa Rita,hotel,-27.5832084,-66.3101933,,
Camping La Cañada,picnic_site,-27.5870297,-66.2958359,,
Hotel Aquasol,hotel,-27.5750705,-66.3127597,,Andalgalá
Cerro Dedos,peak,-38.1108212,-71.0603302,,
Cerro Moncol,peak,-38.0931953,-71.1009308,,
Balneario El Molino,picnic_site,-27.6988885,-67.1675818,,
Balneario Concepcion,camp_site,-28.6771218,-66.0545889,,
Centro de Atención al Turista,information,-32.7447188,-60.7308923,,
Museo de Historia Regional,museum,-32.7429954,-60.7324896,,
Vista al Río Paraná y sus Islas,viewpoint,-32.7463389,-60.7267032,,
Museo iberoamericano de artesanias de Fundart,museum,-31.4238274,-64.1921752,,
Caverna de las Brujas,yes cave_entrance,-35.8006915,-69.8204056,,
Bajada al rio,attraction,-28.1638359,-65.7927837,,
Balneario,attraction,-28.7456391,-65.551578,,
Camping,camp_site,-28.7491163,-65.5469079,,
Hostal de Anquincila,hotel,-28.7527757,-65.5471499,,
"Cabaña ""Don Hermete""",alpine_hut,-28.7492754,-65.5474018,,
Mirante Foz do Iguaçu - Rio Paraná,viewpoint,-25.6840516,-54.4400358,,
Tortuga alegre,camp_site,-31.2873163,-57.955413,,
Las Palmeras,camp_site,-31.2451677,-57.9615933,,
Asadores y Mesitas,picnic_site,-28.4674591,-65.716237,,
Museo Francisco Muñiz,museum,-34.674136,-58.8689597,,
Autódromo Nasif Estéfano,attraction,-26.8264835,-65.1806893,,
Catalinas Park,hotel,-26.8275847,-65.1936333,,
Museo de la Industria Azucarera,museum,-26.8266033,-65.190283,,
Balneario,picnic_site,-28.0615706,-66.1933214,,
Patios de Cafayate,hotel,-26.0632424,-65.9656893,,
Condomino El Sol,hotel,-26.0740953,-65.9753932,,Cafayate
Tinkunaku,hotel,-26.0710551,-65.9747119,,
Asturias,hotel,-26.0743869,-65.9754057,,
Camping del Divisadero,camp_site,-26.0938693,-66.0129492,,
Hostería ACA,hotel,-26.0648292,-65.9728659,,
Cámping Municipal,camp_site,-26.0659298,-65.9729059,,
Balneario Rincon,picnic_site,-28.2208317,-66.1424009,,
Oficina de Turismo,information,-36.3568082,-56.7176343,,
Almirante Brown,monument,-36.3548283,-56.7193821,,
Camping ACA,camp_site,-36.3643165,-56.7154554,,
Circuito Automovilístico,viewpoint,-27.4365684,-55.9269612,,
"Canyon del Atuel, sur",viewpoint,-35.0210489,-68.6715184,,
Información Turística,information,-31.8641084,-64.9797969,,
Hosteria Las Rabonas,hotel,-31.8617246,-64.978707,,
Pilastras,attraction  monument,-37.1715764,-62.7451532,,
Museo de Bellas Artes René Bruseau,museum,-27.4495623,-58.9862645,,
Salto Mbocay,attraction,-25.6470039,-54.5797629,,
Monumento a Alsina,attraction  monument,-37.1786753,-62.7520385,,
Cerro Diamante,volcano,-34.6377548,-69.085917,,
Monumento al Gral San Martín,attraction  monument,-37.1792448,-62.7580588,,
Monumento al General Levalle,attraction  monument,-37.1794392,-62.7600699,,
Cristo,attraction,-37.1683245,-62.7734098,,
Hotel Epecuén,hotel,-37.1805046,-62.7586336,,
Museo Regional Dr. Adolfo Alsina,museum,-37.1808428,-62.7616536,,Carhué
Vagón Histórico,attraction,-47.7535239,-65.8943338,,
Complejo Cielo y Tierra,chalet,-31.8025692,-65.0039587,,
Monumento a los Caidos en las Malvinas,attraction  monument,-37.1800986,-62.7591643,,
Piedra Fundacional,attraction  monument,-37.180647,-62.759727,,
CFN Hotel,hotel,-41.139582,-71.3173179,,
Mirador Cascada Vuliñanco,viewpoint,-40.4305887,-71.5271989,,
Museo del Hombre Chaqueño Profesor Ertivio Acosta,museum,-27.4540861,-58.9853051,,
Museo Florencio Molina Campos,museum,-34.6395621,-58.7927662,,
Hotel Gualok,hotel,-26.781324,-60.4379789,,Presidencia Roque Sáenz Peña
Hotel Presidente,hotel,-26.7855991,-60.4393954,,Presidencia Roque Saenz Peña
Museo Amancio Alcorta,museum,-34.6563546,-58.7804078,,
Autómovil Club Argentino,hotel,-26.4031027,-54.6087547,,Eldorado
